1.000482097879284993e-05 3.523510713421273977e-06 2.665922238520579413e-06 2.516227141313720495e-06 2.991076598846120760e-06 2.674116785783553496e-06 3.190702045685611665e-06 4.338511189416749403e-06 2.693269607334514149e-06 3.096979753536288626e-06 2.452331045788014308e-06 3.041951458726543933e-05
9.845828571997117251e-06 3.514057880238397047e-06 2.648925828907522373e-06 2.537141881475690752e-06 2.827338221322861500e-06 2.757940592346130870e-06 3.104916913798660971e-06 4.194240773358615115e-06 2.716724793572211638e-06 3.081306203966960311e-06 2.519556346669560298e-06 3.070535967708565295e-05
9.245236469723749906e-06 3.396141437406186014e-06 2.535853127483278513e-06 2.512404535082168877e-06 2.829382765412447043e-06 2.926394927271758206e-06 3.194912551407469437e-06 3.899704097420908511e-06 2.661450935192988254e-06 3.039930106751853600e-06 2.606397401905269362e-06 3.302144614281132817e-05
9.330845387012232095e-06 3.361413973834714852e-06 2.521241867725620978e-06 2.532930693632806651e-06 2.837468400684883818e-06 2.773116875687264837e-06 3.332648020659689792e-06 3.908334747393382713e-06 2.728613026192761026e-06 3.194502369296969846e-06 2.638355454109841958e-06 3.168174953316338360e-05
9.167861207970418036e-06 3.297943749203113839e-06 2.577376790213747881e-06 2.479881004546768963e-06 3.086816150243976153e-06 2.861781467800028622e-06 3.345734512549825013e-06 3.839398232230450958e-06 2.669918330866494216e-06 3.086047627220978029e-06 2.689892426133155823e-06 3.613108492572791874e-05
9.024203791341278702e-06 3.293345116617274471e-06 2.587021754152374342e-06 2.354398020543158054e-06 3.010774889844469726e-06 2.853403884728322737e-06 3.342644276926876046e-06 3.768118403968401253e-06 2.698169510040315799e-06 3.163772589687141590e-06 2.590542180769261904e-06 3.401280991965904832e-05
5.980308742437046021e-06 3.194108785464777611e-06 2.518514520488679409e-06 2.468485945428255945e-06 3.011964508914388716e-06 2.578865178293199278e-06 3.287725348855019547e-06 3.781714667638880201e-06 2.667532271516392939e-06 3.157985020152409561e-06 2.596052581793628633e-06 3.322786869830451906e-05
6.253679657675093040e-06 3.101562469964846969e-06 2.569151547504588962e-06 2.496709385013673455e-06 3.057314188481541350e-06 2.591820702946279198e-06 3.414092361708753742e-06 3.849593213089974597e-06 2.816404503391822800e-06 3.352809017087565735e-06 2.566281636973144487e-06 3.456164995441213250e-05
6.071888492442667484e-06 3.002496214321581647e-06 2.613449396449141204e-06 2.523441253288183361e-06 2.778429234240320511e-06 2.820811687342938967e-06 7.367400939983781427e-06 4.011532837466802448e-06 2.771332447082386352e-06 5.338530172593891621e-06 2.612563775983289815e-06 2.625257366162259132e-05
6.241983101062942296e-06 3.164692316204309464e-06 2.603509301479789428e-06 2.669792138476623222e-06 2.763551492535043508e-06 2.793452722471556626e-06 7.472361176041886210e-06 4.248349796398542821e-06 2.752074124146020040e-06 5.272445832815719768e-06 2.639297690620878711e-06 2.622879219416063279e-05
6.387461780832381919e-06 3.218915935576660559e-06 2.633399844853556715e-06 2.633421445352723822e-06 2.648785539349773899e-06 2.911665660576545633e-06 7.479773103113984689e-06 4.442025783646386117e-06 2.754639808699721470e-06 5.163122750673210248e-06 2.593879571577417664e-06 2.601502637844532728e-05
5.720292847399832681e-06 3.292998371762223542e-06 2.538581611588597298e-06 2.632178166095400229e-06 2.631971483424422331e-06 2.951373517134925351e-06 7.711973921686876565e-06 4.707462721853516996e-06 2.692047473829006776e-06 5.988699740555603057e-06 2.501433755242032930e-06 2.590010808489751071e-05
5.643390522891422734e-06 3.318339850011398084e-06 2.380782461841590703e-06 2.556439540057908744e-06 2.709412910917308182e-06 2.928546109615126625e-06 4.897309281659545377e-06 4.501813236856833100e-06 2.743301138252718374e-06 4.960572368872817606e-06 2.469399305482511409e-06 2.933796713477931917e-05
5.816320481244474649e-06 3.796887767748557962e-06 2.816784444803488441e-06 2.376788415858754888e-06 2.870589241865673102e-06 3.314057721581775695e-06 9.388177204527892172e-06 1.601070289325434715e-05 2.815659627231070772e-06 6.870199740660609677e-06 2.489261305527179502e-06 2.907629459514282644e-05
1.310770858253818005e-05 5.209691153140738606e-06 2.911607680289307609e-06 2.190494569731527008e-06 2.939605565188685432e-06 3.415154651520424522e-06 1.209184847539290786e-05 2.791056613205000758e-05 2.943965455415309407e-06 1.014683584799058735e-05 2.395717956460430287e-06 2.760683491942472756e-05
2.102081634802743793e-05 9.846539796853903681e-06 4.945476121065439656e-06 2.894736780945095234e-06 3.101705715380376205e-06 3.678440634757862426e-06 1.423872345185372978e-05 4.932997762807644904e-05 3.035614781765616499e-06 1.319283637712942436e-05 2.442046024953015149e-06 3.018282404809724540e-05
2.768375270534306765e-05 2.665925785549916327e-05 9.489514923188835382e-06 3.999391537945484743e-06 3.807103212238871492e-06 4.586128852679394186e-06 1.989363227039575577e-05 5.410605081124231219e-05 3.639006081357365474e-06 1.913045889523345977e-05 2.528355253161862493e-06 3.016146547452080995e-05
3.319697862025350332e-05 3.275349808973260224e-05 1.050158061843831092e-05 4.427688054420286790e-06 4.132541562285041437e-06 5.517590125236893073e-06 2.972645779664162546e-05 5.480390609591268003e-05 4.010792054032208398e-06 2.661423059180378914e-05 2.512733772164210677e-06 3.308926898171193898e-05
4.203915159450843930e-05 4.529218131210654974e-05 1.357246128463884816e-05 5.532677278097253293e-06 5.184523615753278136e-06 6.385922006302280352e-06 3.291027678642421961e-05 5.246548607829026878e-05 4.435736627783626318e-06 3.233559618820436299e-05 2.572453468019375578e-06 3.438522253418341279e-05
5.620622323476709425e-05 5.319572665030136704e-05 1.602591692062560469e-05 6.406474312825594097e-06 5.908255388931138441e-06 7.265936801559291780e-06 3.707736686919815838e-05 3.661830487544648349e-05 6.042535460437647998e-06 3.721399480127729475e-05 2.622374267957638949e-06 3.829630441032350063e-05
6.101377221057191491e-05 5.482884807861410081e-05 1.596442962181754410e-05 8.141253601934295148e-06 6.355960522341774777e-06 7.913400622783228755e-06 3.925706914742477238e-05 4.339545193943195045e-05 9.911980669130571187e-06 3.701807145262137055e-05 2.765736326182377525e-06 4.007702227681875229e-05
6.544317875523120165e-05 5.506537127075716853e-05 1.593216074979864061e-05 8.184538273781072348e-06 6.384189873642753810e-06 7.656833986402489245e-06 3.442181696300394833e-05 4.096077827853150666e-05 1.007920673146145418e-05 3.601353819249197841e-05 2.856265609807451256e-06 3.906511483364738524e-05
6.498223956441506743e-05 4.832133345189504325e-05 1.420427906850818545e-05 7.805865607224404812e-06 5.776171747129410505e-06 7.113675565051380545e-06 3.321007898193784058e-05 3.838590055238455534e-05 1.000535849016159773e-05 3.263496910221874714e-05 2.903649829022469930e-06 3.980907786171883345e-05
5.567818152485415339e-05 4.367538349470123649e-05 1.258193879039026797e-05 7.170192020566901192e-06 5.237471214059041813e-06 6.303246209427015856e-06 2.850056080205831677e-05 3.663776806206442416e-05 9.125040378421545029e-06 2.911886622314341366e-05 2.809826582961250097e-06 3.525249485392123461e-05
5.327134567778557539e-05 3.649123391369357705e-05 1.266672370547894388e-05 4.937541234539821744e-06 4.532360435405280441e-06 5.059496743342606351e-06 2.562218105595093220e-05 2.993240741488989443e-05 4.314609213906805962e-06 2.782198316708672792e-05 2.640444790813489817e-06 3.508426379994489253e-05
5.248640445643104613e-05 3.920715971617028117e-05 1.525917286926414818e-05 5.805463842989411205e-06 4.808493486052611843e-06 4.722591256722807884e-06 2.380893783993087709e-05 2.886264519474934787e-05 4.058275408169720322e-06 2.382594175287522376e-05 2.578858811830286868e-06 3.448038114584051073e-05
